Agent,Mean_MPC,Median_MPC,Std_MPC,Sample_Count
0,0.6894323696882674,0.5546518807790857,1.6097403064959084,10
1,0.5025144789753275,0.7963208966296551,3.5521177885090798,10
2,0.6722440648423383,0.9512050882274315,1.685809583931714,10
3,1.3337753905480616,0.4349678610092904,2.42849185852003,10
4,1.0307700546852523,1.0866799471284554,2.6175028913211413,10
5,1.7474145516434736,1.4811987746179236,3.2102435148793513,10
6,0.8307602738666257,0.5855912973642127,2.849011891816894,10
7,1.7991833017621939,0.9276969199307281,4.937685671962398,10
8,0.7634847166318527,1.1923826461423963,2.2494429670761504,11
9,1.0882669573045218,1.3290811886260874,2.1443162159819016,11
10,2.2808157514459855,1.235144227409779,2.9981251618779856,10
11,0.08718825724906393,0.9687298446617655,3.584345365812703,11
12,2.303291440048646,0.6430038527795703,7.715459670587881,11
13,1.276793303494873,2.042522074628795,4.189609400398702,11
14,0.7872228631356197,1.8523437241093479,4.280626794542773,11
15,0.7710945930405216,0.7759455615061297,1.6919424191603896,11
16,0.9406572623598424,0.44752430159474044,2.885469419755568,10
17,2.049787259777764,0.31391998023489337,4.6765144153756735,11
18,1.3377267837943712,1.7361821425777388,2.29400374652445,11
19,5.009682457894639,2.355536522071116,9.661725188165287,11
20,1.1293722331497842,1.2989581804276682,3.2166728432551674,10
21,1.6288261590766488,1.4390770940357525,4.008546721364671,11
22,0.39703970166774705,1.2249967247843592,3.797416846928627,11
23,2.2742043235318445,2.5937266394030685,2.1273396120534818,8
24,1.0621894144308675,1.0074582882077499,5.762440267019079,10
25,1.2237677407092487,1.4681258871831968,3.34598007154775,10
26,1.602921981605956,1.2271232807673496,2.9517595016325258,11
27,3.142307245123566,1.6481222740193044,4.593871722446548,12
28,-1.0770478966690566,0.6333838709771495,6.076381731411223,10
29,0.28208988163145426,0.4797895803703732,5.443695450651789,13
30,0.35275186314655826,0.8492914915403017,5.661911368488327,11
31,0.7459752863646155,0.8855373077410746,10.334784534784347,12
32,1.805918064506376,0.3043997812741562,5.2775585772039095,10
33,1.2930126848425298,0.9327981771910873,7.308458917896647,11
